id	result
10142094	{"山东": 1, "哈德森": 1, "山东队": 1, "江苏队": -1, "广厦队": 1, "上海队": -1, "宁鸿宇": 1, "吴冠希": -1, "王哲林": 1, "冯莱": 1, "CBA": 1, "贾诚": 1, "深圳队": 1, "黄荣奇": 1, "李柏润": 1, "新华社": 1, "宁波队": 0, "陶汉林": 0}
10142097	{"张家村街道办": 1, "食堂": 1, "太白社区": 1, "工作人员": 0, "赵宇": 0}
10142099	{"华夏基金": 1, "赵诣": 1, "前海": 1, "崔宸龙": 1, "业绩": 1, "收益率": 1, "基金": 1, "澳银基金": 1, "钟帅": 1, "冯明远": 2, "唐晓斌": 1, "杨金金": 1, "谢治宇": 1}
10142121	{"阿拉木图": -1, "哈国防部": 1, "总统": 1, "哈萨克斯坦": -1, "帕希尼扬": 1, "当地时间": 1, "托卡耶夫": 1, "亚美尼亚": 1, "集安": 0, "央视": 0}
10142125	{"崔瑛": 1, "自然资源部执法局": 0, "自然资源部": 0}
10142128	{"教学研究院": 1, "法国政府": -1, "奥密克戎": -1, "法国": -1, "共和党": -1, "奥密克": 0, "毒株": 0}
10142129	{"约翰斯·霍普金斯大学新冠病毒资源中心": -1, "美联储": -1, "道指": -1, "美国疾病控制和预防中心": -1, "美国": -1, "福奇": -1, "美国自动数据处理公司": -1, "跌幅": -1, "纳指": 0, "卡什卡利": 0}
10142135	{"阳性": 1, "市场监管总局": 1, "总统": 1, "禹州": 1, "央视": 1, "杜达": 1, "病例": 2, "新冠": 1, "朱荣斌": 1, "波兰": 1, "郑州": 1, "感染者": 2, "启江": 1, "罗永浩": 1, "毒株": 1, "腾讯控股": 1, "哈萨克斯坦": 1, "卢比": 1, "印度": 0, "小米": 0}
10142138	{"阿拉木图": -1, "总统": -1, "俄罗斯": -1, "当地时间": -1, "阿拉木图市政府": -1, "集安": -1, "央视": -1, "国际文传电讯社": -1, "亚洲": -1, "启江": -1, "阿拉木图市": -1, "阿拉木图国际机场": -1, "曼吉斯套州": -1, "阿克托": -1, "哈萨克斯坦": -1, "俄罗斯外交部": 1, "帕希尼扬": -1, "托卡耶夫": -1, "努尔苏丹": 0}
10142139	{"教学研究院": 1, "法国政府": -1, "奥密克戎": -1, "启江": -1, "法国": -1, "共和党": -1, "奥密克": 0, "毒株": 0}
10142141	{"中国": 1, "导演": 1, "谢飞": 1, "电影": 1, "港台": 1, "朱媛媛": 1, "蓝羽": 1, "张小斐": 2, "蓝羽会客厅": 1, "演员": 1, "范伟全": 1, "中国电影金鸡奖评选委员会": -1, "成龙": 0, "张译": 0}
10133954	{"马哈茂德": 1, "新华社": -1, "新冠病毒": -1, "世卫组织": -1, "日内瓦": -1, "感染者": -1, "世界卫生组织": 1, "病例": -1, "毒株": 0, "阿卜迪·马哈茂德": 0}
10142146	{"哈萨克斯坦": -1, "阿拉木图市内": 2, "总台": -1, "俄新社": 0, "阿拉木图市": 0}
10142155	{"篮板": 1, "波特兰": 1, "洛杉矶": 1, "新奥尔良": 1, "球队": 1, "格里芬": 1, "北京": 1, "鹈鹕": 1, "球场": 1, "锡安只": 1, "球迷": 1, "锡安": 0, "篮球": 0}
10142162	{"周琪": 1, "中国": 1, "中国科学院国家天文台": 1, "常进": 1, "国家天文台": 1, "中科院": 1, "王培": 1, "FAST科学委员会": 1, "理查德·克鲁切尔": 1, "姜鹏": 1, "中科院国家天文台": 1, "李菂": 1, "天眼": 0, "韩金林": 0}
10133973	{"刘军": -1, "韩夏": 1, "工信部": -1, "西安大数据资产经营有限责任公司": -1, "西安": -1, "刘鑫": -1, "市大数据资源管理局": -1, "西安市大数据资源管理局": -1, "陕西省通信管理局": -1, "西安市委组织部": -1, "西安市委": 0, "一码通": 0}
10142165	{"吴弭声": -1, "种族歧视": -1, "李立刻": -1, "美国": -1, "米歇尔": -1, "艾米·瓦克斯": -1, "玛丽·特朗普": -1, "美国全国广播公司": -1, "刘皓然": -1, "宾夕法尼亚大学法学院": -1, "美国宾夕法尼亚大学": -1, "鲁格": 0, "李向": 0}
10142167	{"央行": 1, "王Polygon": 1, "最强": 1, "资产": 1, "涨幅": 1, "跌幅": 1, "货币": 1, "投资者": 1, "市值": 1, "债券": 0, "投资": 0}
10133980	{"武汉计算机软件工程学会": 1, "中国计算机学会": 1, "国家反诈中心": 1, "武汉": -1, "倡议": 1, "倡议书": 1, "李兵": 1, "中国青年报": 0, "武汉大学计算机学院": 0}
10133981	{"阿拉木图": -1, "总统": 1, "曼格斯": -1, "哈萨克斯坦": -1, "套州": -1, "总台": 1, "俄新社": 1, "阿拉木图市": -1, "托卡耶夫": 0, "阿克套": 0}
10133986	{"中国": 1, "奥密克戎毒株": -2, "马哈茂德": 1, "世卫组织": 1, "科兴": 1, "毒株": 0, "南非": 0}
10125795	{"管城回族区": -1, "陇海铁路线": -1, "嵩山路": -1, "万怡酒店": -1, "封控区": 1, "淮河路": -1, "河南": 0, "郑州市新冠肺炎疫情防控指挥部办公室": 1, "郑州": -1, "奥兰和园": -1, "郑州市": -1, "二七区": -1, "郑州东站": -1, "病例": 0, "航海路": 0}
10142179	{"昆明市公安局五华分局": 0}
10142181	{"阿拉木图": -1, "科斯塔奈": -1, "哈萨克斯坦": -1, "国际文传电讯社": -1, "小米": -2, "印度财政部税收局": 1, "卢比": -1, "法国": -1, "阿拉木图市政府": -1, "托卡耶夫": -1, "印度": -1, "小米移动软件公司": -1, "印度私人有限公司": -1, "印度财政部": 0, "努尔苏丹": 0}
10125803	{"申洲": -1, "北仑区": -1, "封控区": 1, "肺炎": 1, "北仑": -1, "阴性": 1, "宁波市": -1, "宁波": 0, "病例": 0}
10142192	{"北京": 0}
10134011	{"何某结": -1, "何女士": -1, "冯先生": -1, "十二村股份合作公司": -1, "镇政府": -1, "城中村": -1, "南屏十二村": -1, "十二村": 0, "南屏镇": 0}
10134012	{"中国": 1, "苹果公司": 1, "谷歌": 1, "休伯蒂": 1, "美元": -1, "美国": -1, "世界银行": 1, "苹果": 1, "德国": 1, "微软": 1, "艾夫斯": 1, "分析师": 1, "摩根士丹利": 1, "亚马逊": 1, "华为": 1, "市值": 1, "股价": 0, "英国": 0}
10142215	{"中国": 1, "小米科技": -1, "小米集团": -1, "小米移动软件公司": -1, "中国信通院": -1, "印度财政部税收局": -1, "卢比": -1, "张骞爻": -1, "印度": -1, "特朗普": -1, "手机": -1, "小米": -1, "印度财政部": 0, "印度私人有限公司": 0}
10142221	{"阿拉木图": -1, "阿克托": -1, "努尔苏丹": -1, "哈萨克斯坦": -1, "国际文传电讯社": -1, "俄罗斯外交部": 1, "俄罗斯": 1, "帕希尼扬": -1, "阿拉木图市政府": -1, "托卡耶夫": -1, "阿拉木图市": -1, "集安": -1, "央视": -1, "阿拉木图国际机场": 0, "曼吉斯套州": 0}
10142232	{"世茂服务": 1, "港交所": 1, "禹洲地产": -1, "禹洲": -1, "万象生活": 1, "禹洲附属公司": 1, "华润万象": 1, "华润": 1, "禹洲集团": 1, "克尔瑞": 1, "华润万象生活": 1, "厦门禹洲商业投资管理有限公司": 0, "禹佳生活服务": 0}
10142235	{"市场监管总局": -1, "北京库银金控科技有限公司": -1, "腾讯": -1, "索尼集团": -1, "柴晨旭": -1, "北京寺库商贸有限公司": -1, "北京奢者文化传播有限公司": -1, "网信办": -1, "吉田健一郎": -1, "索尼移动公司": -1, "京东": -1, "经办法院": -1, "印度财政部": -1, "罗永浩": -1, "阿里": -1, "赛力斯": -1, "上海寺库电子商务有限公司": -1, "小米": 0}
10142242	{"毒株德尔塔": -2, "教学研究院": 1, "法国政府": -1, "奥密克戎": -1, "法国": -1, "共和党": 0, "奥密克": 0}
10142248	{"杜克": -1, "比赛": -1, "克拉克斯顿": 1, "哈登": -1, "篮网": -1, "欧文": 2, "球队": 1, "步行者": 1, "杜兰特": -1, "赛季": 0, "阵容": 0}
10142251	{"利率": -1, "美联储": -1, "美国": -1, "货币政策": 0, "联邦公开市场委员会": 0}
10142253	{"铁路": 0, "旅客": 0}
10125878	{"立陶宛政府": -2, "赵立坚": -2, "美国国务院": -1, "爱沙尼亚": -1, "博雷利": -1, "陶宛": -1, "美国务卿": -1, "捷克": -1, "中国外交部例行记者会": -1, "斯洛伐克": -1, "罗马尼亚": -1, "9国": -1, "中国": -1, "立陶宛": -1, "美国": -1, "布林肯": -1, "拉脱维亚": -1, "布加勒斯特9国": -1, "华关系": -1, "布加勒斯特": 0, "俄乌": 0}
10125879	{"天津乐华投资有限公司": 1, "北京乐华圆娱文化传播有限公司": -1, "杜华": -1, "浙江东阳阿里巴巴影业有限公司": 1, "肖飞": -1, "华人文化有限责任公司": -1}
10142269	{"欧盟": -1, "于洪君": 1, "白俄罗斯": 1, "美国": -1, "俄罗斯": 1, "波兰": -1, "波罗的海": 1, "苏联共产党": 1, "国家": 1, "格鲁吉亚": 1, "苏联": -1, "乌克兰": 0, "戈尔巴乔夫": 0}
10117694	{"陈俊焜": -1, "杜小华": 1, "阳谷": 1, "陈燃": -1, "山东": -1, "陈妈妈": -1, "亲爱的": 0, "孙海洋": 0}
10142271	{"景顺长城基金": 1, "杨瑨": 1, "基金": 1, "恒生前海基金": 1, "澳银基金": 1, "胡昕炜": 1, "李元博": 1, "冯明远": 1, "上市公司": -1, "A股": -1, "市值": -1, "北交所": 0, "股价": 0}
10142273	{"俄克拉荷马雷霆队": 1, "球员": 1, "篮板": 1, "瓦格纳": 2, "雄鹿": 1, "独行侠": 1, "后卫": 1, "得分": 1, "球迷": 1, "魔术队": 1, "吉迪": 1, "奥兰多魔术队": 1, "雷霆队": 0}
10142279	{"美联储": -1, "美国": -1, "收益率": -1, "纳斯达克": -1, "货币政策": 1, "瑞银": -1, "板块": -1, "美股": -1, "跌幅": -1, "美债": 0, "Cathie": 0}
10142281	{"中金公司": 1, "缅甸": -1, "板块": 1, "高位": 0, "A股": 0}
10142289	{"高华": 1, "中金公司": 1, "铁建重工": 1, "中资投行": 1, "杨喻程": 1, "IPO": 1, "传音控股": 1, "高盛高华": 1, "A股": 1, "中信证券": 1, "市值": 1, "申万承销": 0, "中国移动": 0}
10117721	{"昆明市西山区委组织部": -1, "昆明市晋宁区委": -1, "大理州政府党组": -2, "昆明市政府": -1, "宜良": -2, "西山区委": -1, "区委办公室": -1, "城乡建设局": -1, "汉族": -2, "傅希": -2, "西双版纳州委": -1, "云南省纪委监委": -2, "中央纪委国家监委": -2, "州政府": -1, "官渡区": -2, "昆明市": 0, "昆明市晋宁县委": 0}
10142302	{"贵州茅台": 1, "茅台酒股份公司": 1, "搜狐": 1, "泸州老窖": 1, "基金": 1, "虎年": 1, "生肖酒": 1, "行情": 1, "茅台": 1, "摩根大通": 1, "贵州": 0}
10142316	{"福原爱": -1, "日本": 1, "周刊文春": 1, "袁湘琴": 1, "横滨": 1, "贺军翔": 1, "A某": 1, "小妹儿": 1, "and": 1, "台湾": 1, "钱薇娟": 1, "A先生": 1, "江宏杰": 0}
10142321	{"越南航空总公司": -1, "越南民航局": -1, "越南航空公司": -1, "当地时间": 1, "福冈": -1, "越南航空公司应急委员会": 1, "日本航空公司": -1, "航班": -1, "福冈机场": -1, "越南航空公司日本分公司": -1, "成田机场": 1, "日本": -1, "河内": 1, "东京湾": -1, "日本福冈机场": -1, "越航": -1, "越南": -1, "内排机场": 1, "越南公安部": 0, "预防恐怖主义指导委员会": 0}
